,Country,FLUREGION,ALL_INF,date,year,month,dayofyear,cases,title,season
22938,New Zealand,Oceania Melanesia Polynesia,29,2008-09-22,2008,9,266,29,2,3
22939,New Zealand,Oceania Melanesia Polynesia,14,2008-09-29,2008,9,273,14,2,3
22940,New Zealand,Oceania Melanesia Polynesia,28,2008-10-06,2008,10,280,28,1,3
22941,New Zealand,Oceania Melanesia Polynesia,3,2009-05-04,2009,5,124,3,1,1
22942,New Zealand,Oceania Melanesia Polynesia,7,2009-05-11,2009,5,131,7,2,1
22943,New Zealand,Oceania Melanesia Polynesia,1,2009-05-18,2009,5,138,1,2,1
22944,New Zealand,Oceania Melanesia Polynesia,4,2009-05-25,2009,5,145,4,2,1
22945,New Zealand,Oceania Melanesia Polynesia,4,2009-06-01,2009,6,152,4,2,2
22946,New Zealand,Oceania Melanesia Polynesia,1,2009-06-08,2009,6,159,1,2,2
22947,New Zealand,Oceania Melanesia Polynesia,5,2009-06-15,2009,6,166,5,3,2
22948,New Zealand,Oceania Melanesia Polynesia,104,2009-06-22,2009,6,173,104,4,2
22949,New Zealand,Oceania Melanesia Polynesia,89,2009-06-29,2009,6,180,89,4,2
22950,New Zealand,Oceania Melanesia Polynesia,176,2009-07-06,2009,7,187,176,4,2
22951,New Zealand,Oceania Melanesia Polynesia,350,2009-07-13,2009,7,194,350,4,2
22952,New Zealand,Oceania Melanesia Polynesia,251,2009-07-20,2009,7,201,251,4,2
22953,New Zealand,Oceania Melanesia Polynesia,196,2009-07-27,2009,7,208,196,4,2
22954,New Zealand,Oceania Melanesia Polynesia,131,2009-08-03,2009,8,215,131,4,2
22955,New Zealand,Oceania Melanesia Polynesia,100,2009-08-10,2009,8,222,100,4,2
22956,New Zealand,Oceania Melanesia Polynesia,45,2009-08-17,2009,8,229,45,4,2
22957,New Zealand,Oceania Melanesia Polynesia,34,2009-08-24,2009,8,236,34,4,2
22958,New Zealand,Oceania Melanesia Polynesia,18,2009-08-31,2009,8,243,18,4,2
22959,New Zealand,Oceania Melanesia Polynesia,6,2009-09-07,2009,9,250,6,2,3
22960,New Zealand,Oceania Melanesia Polynesia,6,2009-09-14,2009,9,257,6,2,3
22961,New Zealand,Oceania Melanesia Polynesia,4,2009-09-21,2009,9,264,4,2,3
22962,New Zealand,Oceania Melanesia Polynesia,2,2009-10-05,2009,10,278,2,1,3
22963,New Zealand,Oceania Melanesia Polynesia,0,2009-10-12,2009,10,285,0,1,3
22964,New Zealand,Oceania Melanesia Polynesia,1,2009-10-19,2009,10,292,1,1,3
22965,New Zealand,Oceania Melanesia Polynesia,0,2009-10-26,2009,10,299,0,1,3
22966,New Zealand,Oceania Melanesia Polynesia,0,2009-11-02,2009,11,306,0,1,3
22967,New Zealand,Oceania Melanesia Polynesia,1,2009-11-09,2009,11,313,1,1,3
22968,New Zealand,Oceania Melanesia Polynesia,0,2009-11-16,2009,11,320,0,1,3
22969,New Zealand,Oceania Melanesia Polynesia,1,2009-11-23,2009,11,327,1,1,3
22970,New Zealand,Oceania Melanesia Polynesia,0,2009-11-30,2009,11,334,0,1,3
22971,New Zealand,Oceania Melanesia Polynesia,0,2009-12-07,2009,12,341,0,1,0
22972,New Zealand,Oceania Melanesia Polynesia,0,2009-12-28,2009,12,362,0,1,0
22973,New Zealand,Oceania Melanesia Polynesia,0,2010-01-04,2010,1,4,0,1,0
22974,New Zealand,Oceania Melanesia Polynesia,0,2010-01-04,2010,1,4,0,1,0
22975,New Zealand,Oceania Melanesia Polynesia,0,2010-01-11,2010,1,11,0,1,0
22976,New Zealand,Oceania Melanesia Polynesia,0,2010-01-18,2010,1,18,0,1,0
22977,New Zealand,Oceania Melanesia Polynesia,0,2010-01-25,2010,1,25,0,1,0
22978,New Zealand,Oceania Melanesia Polynesia,0,2010-02-01,2010,2,32,0,1,0
22979,New Zealand,Oceania Melanesia Polynesia,0,2010-02-08,2010,2,39,0,1,0
22980,New Zealand,Oceania Melanesia Polynesia,0,2010-02-15,2010,2,46,0,1,0
22981,New Zealand,Oceania Melanesia Polynesia,0,2010-02-22,2010,2,53,0,1,0
22982,New Zealand,Oceania Melanesia Polynesia,0,2010-03-01,2010,3,60,0,1,1
22983,New Zealand,Oceania Melanesia Polynesia,0,2010-03-08,2010,3,67,0,1,1
22984,New Zealand,Oceania Melanesia Polynesia,0,2010-03-15,2010,3,74,0,1,1
22985,New Zealand,Oceania Melanesia Polynesia,0,2010-03-22,2010,3,81,0,1,1
22986,New Zealand,Oceania Melanesia Polynesia,0,2010-03-29,2010,3,88,0,1,1
22987,New Zealand,Oceania Melanesia Polynesia,0,2010-04-05,2010,4,95,0,1,1
22988,New Zealand,Oceania Melanesia Polynesia,0,2010-04-12,2010,4,102,0,1,1
22989,New Zealand,Oceania Melanesia Polynesia,0,2010-04-19,2010,4,109,0,1,1
22990,New Zealand,Oceania Melanesia Polynesia,0,2010-04-26,2010,4,116,0,1,1
22991,New Zealand,Oceania Melanesia Polynesia,0,2010-05-03,2010,5,123,0,1,1
22992,New Zealand,Oceania Melanesia Polynesia,0,2010-05-10,2010,5,130,0,1,1
22993,New Zealand,Oceania Melanesia Polynesia,0,2010-05-17,2010,5,137,0,1,1
22994,New Zealand,Oceania Melanesia Polynesia,0,2010-05-24,2010,5,144,0,1,1
22995,New Zealand,Oceania Melanesia Polynesia,0,2010-05-31,2010,5,151,0,1,1
22996,New Zealand,Oceania Melanesia Polynesia,0,2010-06-07,2010,6,158,0,1,2
22997,New Zealand,Oceania Melanesia Polynesia,3,2010-06-14,2010,6,165,3,1,2
22998,New Zealand,Oceania Melanesia Polynesia,3,2010-06-21,2010,6,172,3,1,2
22999,New Zealand,Oceania Melanesia Polynesia,3,2010-06-28,2010,6,179,3,1,2
23000,New Zealand,Oceania Melanesia Polynesia,5,2010-07-05,2010,7,186,5,2,2
23001,New Zealand,Oceania Melanesia Polynesia,25,2010-07-12,2010,7,193,25,3,2
23002,New Zealand,Oceania Melanesia Polynesia,15,2010-07-19,2010,7,200,15,3,2
23003,New Zealand,Oceania Melanesia Polynesia,11,2010-07-26,2010,7,207,11,3,2
23004,New Zealand,Oceania Melanesia Polynesia,40,2010-08-02,2010,8,214,40,4,2
23005,New Zealand,Oceania Melanesia Polynesia,56,2010-08-09,2010,8,221,56,4,2
23006,New Zealand,Oceania Melanesia Polynesia,51,2010-08-16,2010,8,228,51,4,2
23007,New Zealand,Oceania Melanesia Polynesia,51,2010-08-23,2010,8,235,51,4,2
23008,New Zealand,Oceania Melanesia Polynesia,20,2010-08-30,2010,8,242,20,3,2
23009,New Zealand,Oceania Melanesia Polynesia,30,2010-09-06,2010,9,249,30,2,3
23010,New Zealand,Oceania Melanesia Polynesia,6,2010-09-13,2010,9,256,6,2,3
23011,New Zealand,Oceania Melanesia Polynesia,2,2010-09-20,2010,9,263,2,1,3
23012,New Zealand,Oceania Melanesia Polynesia,5,2010-09-27,2010,9,270,5,1,3
23013,New Zealand,Oceania Melanesia Polynesia,1,2011-05-02,2011,5,122,1,1,1
23014,New Zealand,Oceania Melanesia Polynesia,4,2011-05-09,2011,5,129,4,1,1
23015,New Zealand,Oceania Melanesia Polynesia,1,2011-05-16,2011,5,136,1,1,1
23016,New Zealand,Oceania Melanesia Polynesia,6,2011-05-23,2011,5,143,6,2,1
23017,New Zealand,Oceania Melanesia Polynesia,5,2011-05-30,2011,5,150,5,1,1
23018,New Zealand,Oceania Melanesia Polynesia,13,2011-06-06,2011,6,157,13,2,2
23019,New Zealand,Oceania Melanesia Polynesia,21,2011-06-13,2011,6,164,21,2,2
23020,New Zealand,Oceania Melanesia Polynesia,28,2011-06-20,2011,6,171,28,2,2
23021,New Zealand,Oceania Melanesia Polynesia,41,2011-06-27,2011,6,178,41,3,2
23022,New Zealand,Oceania Melanesia Polynesia,38,2011-07-04,2011,7,185,38,3,2
23023,New Zealand,Oceania Melanesia Polynesia,69,2011-07-11,2011,7,192,69,3,2
23024,New Zealand,Oceania Melanesia Polynesia,76,2011-07-18,2011,7,199,76,3,2
23025,New Zealand,Oceania Melanesia Polynesia,84,2011-07-25,2011,7,206,84,2,2
23026,New Zealand,Oceania Melanesia Polynesia,66,2011-08-01,2011,8,213,66,3,2
23027,New Zealand,Oceania Melanesia Polynesia,72,2011-08-08,2011,8,220,72,3,2
23028,New Zealand,Oceania Melanesia Polynesia,90,2011-08-15,2011,8,227,90,3,2
23029,New Zealand,Oceania Melanesia Polynesia,92,2011-08-22,2011,8,234,92,3,2
23030,New Zealand,Oceania Melanesia Polynesia,70,2011-08-29,2011,8,241,70,3,2
23031,New Zealand,Oceania Melanesia Polynesia,66,2011-09-05,2011,9,248,66,2,3
23032,New Zealand,Oceania Melanesia Polynesia,91,2011-09-12,2011,9,255,91,2,3
23033,New Zealand,Oceania Melanesia Polynesia,71,2011-09-19,2011,9,262,71,2,3
23034,New Zealand,Oceania Melanesia Polynesia,63,2011-09-26,2011,9,269,63,2,3
23035,New Zealand,Oceania Melanesia Polynesia,57,2011-10-03,2011,10,276,57,2,3
23036,New Zealand,Oceania Melanesia Polynesia,43,2011-10-10,2011,10,283,43,2,3
23037,New Zealand,Oceania Melanesia Polynesia,24,2011-10-17,2011,10,290,24,1,3
23038,New Zealand,Oceania Melanesia Polynesia,7,2011-10-24,2011,10,297,7,1,3
23039,New Zealand,Oceania Melanesia Polynesia,1,2012-04-30,2012,4,121,1,1,1
23040,New Zealand,Oceania Melanesia Polynesia,5,2012-05-07,2012,5,128,5,1,1
23041,New Zealand,Oceania Melanesia Polynesia,5,2012-05-14,2012,5,135,5,1,1
23042,New Zealand,Oceania Melanesia Polynesia,7,2012-05-21,2012,5,142,7,1,1
23043,New Zealand,Oceania Melanesia Polynesia,4,2012-05-28,2012,5,149,4,1,1
23044,New Zealand,Oceania Melanesia Polynesia,8,2012-06-04,2012,6,156,8,1,2
23045,New Zealand,Oceania Melanesia Polynesia,23,2012-06-11,2012,6,163,23,1,2
23046,New Zealand,Oceania Melanesia Polynesia,50,2012-06-18,2012,6,170,50,1,2
23047,New Zealand,Oceania Melanesia Polynesia,94,2012-06-25,2012,6,177,94,2,2
23048,New Zealand,Oceania Melanesia Polynesia,235,2012-07-02,2012,7,184,235,3,2
23049,New Zealand,Oceania Melanesia Polynesia,331,2012-07-09,2012,7,191,331,3,2
23050,New Zealand,Oceania Melanesia Polynesia,241,2012-07-16,2012,7,198,241,3,2
23051,New Zealand,Oceania Melanesia Polynesia,256,2012-07-23,2012,7,205,256,3,2
23052,New Zealand,Oceania Melanesia Polynesia,238,2012-07-30,2012,7,212,238,4,2
23053,New Zealand,Oceania Melanesia Polynesia,166,2012-08-06,2012,8,219,166,4,2
23054,New Zealand,Oceania Melanesia Polynesia,196,2012-08-13,2012,8,226,196,2,2
23055,New Zealand,Oceania Melanesia Polynesia,131,2012-08-20,2012,8,233,131,2,2
23056,New Zealand,Oceania Melanesia Polynesia,113,2012-08-27,2012,8,240,113,2,2
23057,New Zealand,Oceania Melanesia Polynesia,48,2012-09-03,2012,9,247,48,2,3
23058,New Zealand,Oceania Melanesia Polynesia,63,2012-09-10,2012,9,254,63,1,3
23059,New Zealand,Oceania Melanesia Polynesia,46,2012-09-17,2012,9,261,46,1,3
23060,New Zealand,Oceania Melanesia Polynesia,8,2013-05-06,2013,5,126,8,1,1
23061,New Zealand,Oceania Melanesia Polynesia,6,2013-05-13,2013,5,133,6,1,1
23062,New Zealand,Oceania Melanesia Polynesia,8,2013-05-20,2013,5,140,8,1,1
23063,New Zealand,Oceania Melanesia Polynesia,4,2013-05-27,2013,5,147,4,1,1
23064,New Zealand,Oceania Melanesia Polynesia,14,2013-06-03,2013,6,154,14,1,2
23065,New Zealand,Oceania Melanesia Polynesia,15,2013-06-10,2013,6,161,15,1,2
23066,New Zealand,Oceania Melanesia Polynesia,11,2013-06-17,2013,6,168,11,1,2
23067,New Zealand,Oceania Melanesia Polynesia,22,2013-06-24,2013,6,175,22,1,2
23068,New Zealand,Oceania Melanesia Polynesia,21,2013-07-01,2013,7,182,21,1,2
23069,New Zealand,Oceania Melanesia Polynesia,26,2013-07-08,2013,7,189,26,2,2
23070,New Zealand,Oceania Melanesia Polynesia,22,2013-07-15,2013,7,196,22,1,2
23071,New Zealand,Oceania Melanesia Polynesia,73,2013-07-22,2013,7,203,73,2,2
23072,New Zealand,Oceania Melanesia Polynesia,104,2013-07-29,2013,7,210,104,2,2
23073,New Zealand,Oceania Melanesia Polynesia,63,2013-08-05,2013,8,217,63,2,2
23074,New Zealand,Oceania Melanesia Polynesia,105,2013-08-12,2013,8,224,105,2,2
23075,New Zealand,Oceania Melanesia Polynesia,136,2013-08-19,2013,8,231,136,2,2
23076,New Zealand,Oceania Melanesia Polynesia,87,2013-08-26,2013,8,238,87,2,2
23077,New Zealand,Oceania Melanesia Polynesia,206,2013-09-02,2013,9,245,206,2,3
23078,New Zealand,Oceania Melanesia Polynesia,188,2013-09-09,2013,9,252,188,2,3
23079,New Zealand,Oceania Melanesia Polynesia,194,2013-09-16,2013,9,259,194,2,3
23080,New Zealand,Oceania Melanesia Polynesia,219,2013-09-23,2013,9,266,219,3,3
23081,New Zealand,Oceania Melanesia Polynesia,193,2013-09-30,2013,9,273,193,1,3
23082,New Zealand,Oceania Melanesia Polynesia,161,2013-10-07,2013,10,280,161,1,3
23083,New Zealand,Oceania Melanesia Polynesia,112,2013-10-14,2013,10,287,112,1,3
23084,New Zealand,Oceania Melanesia Polynesia,95,2013-10-21,2013,10,294,95,1,3
23085,New Zealand,Oceania Melanesia Polynesia,58,2013-10-28,2013,10,301,58,1,3
23086,New Zealand,Oceania Melanesia Polynesia,34,2013-11-04,2013,11,308,34,1,3
23087,New Zealand,Oceania Melanesia Polynesia,23,2014-05-05,2014,5,125,23,1,1
23088,New Zealand,Oceania Melanesia Polynesia,12,2014-05-12,2014,5,132,12,1,1
23089,New Zealand,Oceania Melanesia Polynesia,32,2014-05-19,2014,5,139,32,1,1
23090,New Zealand,Oceania Melanesia Polynesia,16,2014-05-26,2014,5,146,16,1,1
23091,New Zealand,Oceania Melanesia Polynesia,22,2014-06-02,2014,6,153,22,1,2
23092,New Zealand,Oceania Melanesia Polynesia,29,2014-06-09,2014,6,160,29,1,2
23093,New Zealand,Oceania Melanesia Polynesia,43,2014-06-16,2014,6,167,43,2,2
23094,New Zealand,Oceania Melanesia Polynesia,70,2014-06-23,2014,6,174,70,2,2
23095,New Zealand,Oceania Melanesia Polynesia,95,2014-06-30,2014,6,181,95,2,2
23096,New Zealand,Oceania Melanesia Polynesia,149,2014-07-07,2014,7,188,149,2,2
23097,New Zealand,Oceania Melanesia Polynesia,155,2014-07-14,2014,7,195,155,2,2
23098,New Zealand,Oceania Melanesia Polynesia,197,2014-07-21,2014,7,202,197,1,2
23099,New Zealand,Oceania Melanesia Polynesia,231,2014-07-28,2014,7,209,231,2,2
23100,New Zealand,Oceania Melanesia Polynesia,275,2014-08-04,2014,8,216,275,2,2
23101,New Zealand,Oceania Melanesia Polynesia,306,2014-08-11,2014,8,223,306,2,2
23102,New Zealand,Oceania Melanesia Polynesia,323,2014-08-18,2014,8,230,323,3,2
23103,New Zealand,Oceania Melanesia Polynesia,377,2014-08-25,2014,8,237,377,3,2
23104,New Zealand,Oceania Melanesia Polynesia,332,2014-09-01,2014,9,244,332,2,3
23105,New Zealand,Oceania Melanesia Polynesia,314,2014-09-08,2014,9,251,314,2,3
23106,New Zealand,Oceania Melanesia Polynesia,246,2014-09-15,2014,9,258,246,2,3
23107,New Zealand,Oceania Melanesia Polynesia,171,2014-09-22,2014,9,265,171,1,3
23108,New Zealand,Oceania Melanesia Polynesia,9,2015-05-11,2015,5,131,9,0,1
23109,New Zealand,Oceania Melanesia Polynesia,7,2015-05-18,2015,5,138,7,1,1
23110,New Zealand,Oceania Melanesia Polynesia,8,2015-05-25,2015,5,145,8,1,1
23111,New Zealand,Oceania Melanesia Polynesia,8,2015-06-01,2015,6,152,8,1,2
23112,New Zealand,Oceania Melanesia Polynesia,11,2015-06-08,2015,6,159,11,1,2
23113,New Zealand,Oceania Melanesia Polynesia,28,2015-06-15,2015,6,166,28,1,2
23114,New Zealand,Oceania Melanesia Polynesia,50,2015-06-22,2015,6,173,50,1,2
23115,New Zealand,Oceania Melanesia Polynesia,63,2015-06-29,2015,6,180,63,2,2
23116,New Zealand,Oceania Melanesia Polynesia,83,2015-07-06,2015,7,187,83,2,2
23117,New Zealand,Oceania Melanesia Polynesia,209,2015-07-13,2015,7,194,209,2,2
23118,New Zealand,Oceania Melanesia Polynesia,278,2015-07-20,2015,7,201,278,2,2
23119,New Zealand,Oceania Melanesia Polynesia,388,2015-07-27,2015,7,208,388,3,2
23120,New Zealand,Oceania Melanesia Polynesia,441,2015-08-03,2015,8,215,441,3,2
23121,New Zealand,Oceania Melanesia Polynesia,442,2015-08-10,2015,8,222,442,3,2
23122,New Zealand,Oceania Melanesia Polynesia,507,2015-08-17,2015,8,229,507,4,2
23123,New Zealand,Oceania Melanesia Polynesia,479,2015-08-24,2015,8,236,479,4,2
23124,New Zealand,Oceania Melanesia Polynesia,477,2015-08-31,2015,8,243,477,3,2
23125,New Zealand,Oceania Melanesia Polynesia,422,2015-09-07,2015,9,250,422,2,3
23126,New Zealand,Oceania Melanesia Polynesia,427,2015-09-14,2015,9,257,427,1,3
23127,New Zealand,Oceania Melanesia Polynesia,288,2015-09-21,2015,9,264,288,1,3
23128,New Zealand,Oceania Melanesia Polynesia,304,2015-09-28,2015,9,271,304,1,3
23129,New Zealand,Oceania Melanesia Polynesia,173,2015-10-05,2015,10,278,173,1,3
23130,New Zealand,Oceania Melanesia Polynesia,0,2016-05-02,2016,5,123,0,1,1
23131,New Zealand,Oceania Melanesia Polynesia,1,2016-05-09,2016,5,130,1,1,1
23132,New Zealand,Oceania Melanesia Polynesia,3,2016-05-16,2016,5,137,3,1,1
23133,New Zealand,Oceania Melanesia Polynesia,5,2016-05-23,2016,5,144,5,1,1
23134,New Zealand,Oceania Melanesia Polynesia,4,2016-05-30,2016,5,151,4,1,1
23135,New Zealand,Oceania Melanesia Polynesia,5,2016-06-06,2016,6,158,5,1,2
23136,New Zealand,Oceania Melanesia Polynesia,6,2016-06-13,2016,6,165,6,1,2
23137,New Zealand,Oceania Melanesia Polynesia,10,2016-06-20,2016,6,172,10,1,2
23138,New Zealand,Oceania Melanesia Polynesia,13,2016-06-27,2016,6,179,13,1,2
23139,New Zealand,Oceania Melanesia Polynesia,17,2016-07-04,2016,7,186,17,1,2
23140,New Zealand,Oceania Melanesia Polynesia,8,2016-07-11,2016,7,193,8,1,2
23141,New Zealand,Oceania Melanesia Polynesia,20,2016-07-18,2016,7,200,20,1,2
23142,New Zealand,Oceania Melanesia Polynesia,12,2016-07-25,2016,7,207,12,1,2
23143,New Zealand,Oceania Melanesia Polynesia,20,2016-08-01,2016,8,214,20,1,2
23144,New Zealand,Oceania Melanesia Polynesia,22,2016-08-08,2016,8,221,22,1,2
23145,New Zealand,Oceania Melanesia Polynesia,30,2016-08-15,2016,8,228,30,1,2
23146,New Zealand,Oceania Melanesia Polynesia,40,2016-08-22,2016,8,235,40,1,2
23147,New Zealand,Oceania Melanesia Polynesia,24,2016-08-29,2016,8,242,24,1,2
23148,New Zealand,Oceania Melanesia Polynesia,16,2016-09-05,2016,9,249,16,1,3
23149,New Zealand,Oceania Melanesia Polynesia,19,2016-09-12,2016,9,256,19,1,3
23150,New Zealand,Oceania Melanesia Polynesia,15,2016-09-19,2016,9,263,15,1,3
23151,New Zealand,Oceania Melanesia Polynesia,4,2016-09-26,2016,9,270,4,1,3
23152,New Zealand,Oceania Melanesia Polynesia,9,2017-05-01,2017,5,121,9,1,1
23153,New Zealand,Oceania Melanesia Polynesia,8,2017-05-08,2017,5,128,8,1,1
23154,New Zealand,Oceania Melanesia Polynesia,10,2017-05-15,2017,5,135,10,1,1
23155,New Zealand,Oceania Melanesia Polynesia,9,2017-05-22,2017,5,142,9,1,1
23156,New Zealand,Oceania Melanesia Polynesia,31,2017-05-29,2017,5,149,31,1,1
23157,New Zealand,Oceania Melanesia Polynesia,21,2017-06-05,2017,6,156,21,1,2
23158,New Zealand,Oceania Melanesia Polynesia,56,2017-06-12,2017,6,163,56,1,2
23159,New Zealand,Oceania Melanesia Polynesia,88,2017-06-19,2017,6,170,88,2,2
23160,New Zealand,Oceania Melanesia Polynesia,78,2017-06-26,2017,6,177,78,2,2
23161,New Zealand,Oceania Melanesia Polynesia,105,2017-07-03,2017,7,184,105,2,2
23162,New Zealand,Oceania Melanesia Polynesia,83,2017-07-10,2017,7,191,83,2,2
23163,New Zealand,Oceania Melanesia Polynesia,75,2017-07-17,2017,7,198,75,2,2
23164,New Zealand,Oceania Melanesia Polynesia,82,2017-07-24,2017,7,205,82,2,2
23165,New Zealand,Oceania Melanesia Polynesia,71,2017-07-31,2017,7,212,71,2,2
23166,New Zealand,Oceania Melanesia Polynesia,49,2017-08-07,2017,8,219,49,2,2
23167,New Zealand,Oceania Melanesia Polynesia,39,2017-08-14,2017,8,226,39,2,2
23168,New Zealand,Oceania Melanesia Polynesia,39,2017-08-21,2017,8,233,39,2,2
23169,New Zealand,Oceania Melanesia Polynesia,27,2017-08-28,2017,8,240,27,2,2
23170,New Zealand,Oceania Melanesia Polynesia,23,2017-09-04,2017,9,247,23,2,3
23171,New Zealand,Oceania Melanesia Polynesia,16,2017-09-11,2017,9,254,16,1,3
23172,New Zealand,Oceania Melanesia Polynesia,18,2017-09-18,2017,9,261,18,1,3
23173,New Zealand,Oceania Melanesia Polynesia,8,2017-09-25,2017,9,268,8,1,3
23174,New Zealand,Oceania Melanesia Polynesia,1,2018-04-30,2018,4,120,1,1,1
23175,New Zealand,Oceania Melanesia Polynesia,4,2018-05-07,2018,5,127,4,1,1
23176,New Zealand,Oceania Melanesia Polynesia,6,2018-05-14,2018,5,134,6,1,1
23177,New Zealand,Oceania Melanesia Polynesia,3,2018-05-21,2018,5,141,3,1,1
23178,New Zealand,Oceania Melanesia Polynesia,2,2018-05-28,2018,5,148,2,1,1
23179,New Zealand,Oceania Melanesia Polynesia,4,2018-06-04,2018,6,155,4,1,2
23180,New Zealand,Oceania Melanesia Polynesia,19,2018-06-11,2018,6,162,19,1,2
23181,New Zealand,Oceania Melanesia Polynesia,11,2018-06-18,2018,6,169,11,1,2
23182,New Zealand,Oceania Melanesia Polynesia,16,2018-06-25,2018,6,176,16,1,2
23183,New Zealand,Oceania Melanesia Polynesia,5,2018-07-02,2018,7,183,5,1,2
23184,New Zealand,Oceania Melanesia Polynesia,19,2018-07-09,2018,7,190,19,1,2
23185,New Zealand,Oceania Melanesia Polynesia,17,2018-07-16,2018,7,197,17,1,2
23186,New Zealand,Oceania Melanesia Polynesia,20,2018-07-23,2018,7,204,20,1,2
23187,New Zealand,Oceania Melanesia Polynesia,33,2018-07-30,2018,7,211,33,1,2
23188,New Zealand,Oceania Melanesia Polynesia,32,2018-08-06,2018,8,218,32,1,2
23189,New Zealand,Oceania Melanesia Polynesia,35,2018-08-13,2018,8,225,35,1,2
23190,New Zealand,Oceania Melanesia Polynesia,49,2018-08-20,2018,8,232,49,1,2
23191,New Zealand,Oceania Melanesia Polynesia,48,2018-08-27,2018,8,239,48,1,2
23192,New Zealand,Oceania Melanesia Polynesia,42,2018-09-03,2018,9,246,42,1,3
23193,New Zealand,Oceania Melanesia Polynesia,47,2018-09-10,2018,9,253,47,1,3
23194,New Zealand,Oceania Melanesia Polynesia,35,2018-09-17,2018,9,260,35,1,3
23195,New Zealand,Oceania Melanesia Polynesia,16,2018-09-24,2018,9,267,16,1,3
23196,New Zealand,Oceania Melanesia Polynesia,9,2018-10-01,2018,10,274,9,1,3
23197,New Zealand,Oceania Melanesia Polynesia,2,2018-10-08,2018,10,281,2,1,3
23198,New Zealand,Oceania Melanesia Polynesia,14,2019-05-06,2019,5,126,14,1,1
23199,New Zealand,Oceania Melanesia Polynesia,21,2019-05-13,2019,5,133,21,2,1
23200,New Zealand,Oceania Melanesia Polynesia,47,2019-05-20,2019,5,140,47,2,1
23201,New Zealand,Oceania Melanesia Polynesia,72,2019-05-27,2019,5,147,72,2,1
23202,New Zealand,Oceania Melanesia Polynesia,79,2019-06-03,2019,6,154,79,2,2
23203,New Zealand,Oceania Melanesia Polynesia,66,2019-06-10,2019,6,161,66,2,2
23204,New Zealand,Oceania Melanesia Polynesia,90,2019-06-17,2019,6,168,90,3,2
23205,New Zealand,Oceania Melanesia Polynesia,107,2019-06-24,2019,6,175,107,3,2
23206,New Zealand,Oceania Melanesia Polynesia,121,2019-07-01,2019,7,182,121,4,2
23207,New Zealand,Oceania Melanesia Polynesia,113,2019-07-08,2019,7,189,113,3,2
23208,New Zealand,Oceania Melanesia Polynesia,64,2019-07-15,2019,7,196,64,3,2
23209,New Zealand,Oceania Melanesia Polynesia,44,2019-07-22,2019,7,203,44,3,2
23210,New Zealand,Oceania Melanesia Polynesia,47,2019-07-29,2019,7,210,47,3,2
23211,New Zealand,Oceania Melanesia Polynesia,34,2019-08-05,2019,8,217,34,2,2
23212,New Zealand,Oceania Melanesia Polynesia,27,2019-08-12,2019,8,224,27,2,2
23213,New Zealand,Oceania Melanesia Polynesia,11,2019-08-19,2019,8,231,11,2,2
24995,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-01-01,2018,1,1,0,0,0
24996,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-01-08,2018,1,8,0,1,0
24997,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-01-15,2018,1,15,0,2,0
24998,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-01-22,2018,1,22,1,1,0
24999,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-01-29,2018,1,29,0,2,0
25000,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-02-05,2018,2,36,0,1,0
25001,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-02-12,2018,2,43,0,2,0
25002,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-02-19,2018,2,50,1,2,0
25003,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-02-26,2018,2,57,0,2,0
25004,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-03-05,2018,3,64,0,2,1
25005,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-03-12,2018,3,71,0,2,1
25006,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-03-19,2018,3,78,0,2,1
25007,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-03-26,2018,3,85,0,2,1
25008,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-04-02,2018,4,92,0,2,1
25009,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-04-09,2018,4,99,0,2,1
25010,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-04-16,2018,4,106,0,2,1
25011,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-04-23,2018,4,113,0,1,1
25012,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-04-30,2018,4,120,0,2,1
25013,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-05-07,2018,5,127,0,2,1
25014,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-05-14,2018,5,134,0,1,1
25015,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-05-21,2018,5,141,0,1,1
25016,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-05-28,2018,5,148,0,1,1
25017,Papua New Guinea,Oceania Melanesia Polynesia,4,2018-06-04,2018,6,155,4,1,2
25018,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-06-11,2018,6,162,0,2,2
25019,Papua New Guinea,Oceania Melanesia Polynesia,3,2018-06-18,2018,6,169,3,1,2
