,Country,FLUREGION,ALL_INF,date,year,month,dayofyear,cases,title,season
22639,New Caledonia,Oceania Melanesia Polynesia,7,2016-01-04,2016,1,4,7,2,0
22640,New Caledonia,Oceania Melanesia Polynesia,1,2016-01-04,2016,1,4,1,1,0
22641,New Caledonia,Oceania Melanesia Polynesia,1,2016-01-11,2016,1,11,1,1,0
22642,New Caledonia,Oceania Melanesia Polynesia,0,2016-01-18,2016,1,18,0,1,0
22643,New Caledonia,Oceania Melanesia Polynesia,2,2016-01-25,2016,1,25,2,1,0
22644,New Caledonia,Oceania Melanesia Polynesia,1,2016-02-01,2016,2,32,1,1,0
22645,New Caledonia,Oceania Melanesia Polynesia,0,2016-02-08,2016,2,39,0,0,0
22646,New Caledonia,Oceania Melanesia Polynesia,2,2016-02-15,2016,2,46,2,1,0
22647,New Caledonia,Oceania Melanesia Polynesia,2,2016-02-22,2016,2,53,2,1,0
22648,New Caledonia,Oceania Melanesia Polynesia,1,2016-02-29,2016,2,60,1,1,0
22649,New Caledonia,Oceania Melanesia Polynesia,4,2016-03-07,2016,3,67,4,1,1
22650,New Caledonia,Oceania Melanesia Polynesia,11,2016-03-14,2016,3,74,11,2,1
22651,New Caledonia,Oceania Melanesia Polynesia,6,2016-03-21,2016,3,81,6,2,1
22652,New Caledonia,Oceania Melanesia Polynesia,11,2016-03-28,2016,3,88,11,2,1
22653,New Caledonia,Oceania Melanesia Polynesia,21,2016-04-04,2016,4,95,21,2,1
22654,New Caledonia,Oceania Melanesia Polynesia,10,2016-04-11,2016,4,102,10,2,1
22655,New Caledonia,Oceania Melanesia Polynesia,2,2016-04-18,2016,4,109,2,1,1
22656,New Caledonia,Oceania Melanesia Polynesia,3,2016-04-25,2016,4,116,3,1,1
22657,New Caledonia,Oceania Melanesia Polynesia,2,2016-05-02,2016,5,123,2,1,1
22658,New Caledonia,Oceania Melanesia Polynesia,5,2016-05-09,2016,5,130,5,1,1
22659,New Caledonia,Oceania Melanesia Polynesia,1,2016-05-16,2016,5,137,1,1,1
22660,New Caledonia,Oceania Melanesia Polynesia,2,2016-05-23,2016,5,144,2,1,1
22661,New Caledonia,Oceania Melanesia Polynesia,2,2016-05-30,2016,5,151,2,1,1
22662,New Caledonia,Oceania Melanesia Polynesia,6,2016-06-06,2016,6,158,6,1,2
22663,New Caledonia,Oceania Melanesia Polynesia,4,2016-06-13,2016,6,165,4,1,2
22664,New Caledonia,Oceania Melanesia Polynesia,5,2016-06-20,2016,6,172,5,2,2
22665,New Caledonia,Oceania Melanesia Polynesia,11,2016-06-27,2016,6,179,11,2,2
22666,New Caledonia,Oceania Melanesia Polynesia,23,2016-07-04,2016,7,186,23,2,2
22667,New Caledonia,Oceania Melanesia Polynesia,34,2016-07-11,2016,7,193,34,2,2
22668,New Caledonia,Oceania Melanesia Polynesia,38,2016-07-18,2016,7,200,38,3,2
22669,New Caledonia,Oceania Melanesia Polynesia,35,2016-07-25,2016,7,207,35,3,2
22670,New Caledonia,Oceania Melanesia Polynesia,21,2016-08-01,2016,8,214,21,3,2
22671,New Caledonia,Oceania Melanesia Polynesia,19,2016-08-08,2016,8,221,19,2,2
22672,New Caledonia,Oceania Melanesia Polynesia,4,2016-08-15,2016,8,228,4,2,2
22673,New Caledonia,Oceania Melanesia Polynesia,7,2016-08-22,2016,8,235,7,2,2
22674,New Caledonia,Oceania Melanesia Polynesia,1,2016-08-29,2016,8,242,1,2,2
22675,New Caledonia,Oceania Melanesia Polynesia,2,2016-09-05,2016,9,249,2,1,3
22676,New Caledonia,Oceania Melanesia Polynesia,1,2016-09-12,2016,9,256,1,1,3
22677,New Caledonia,Oceania Melanesia Polynesia,0,2016-09-19,2016,9,263,0,0,3
22678,New Caledonia,Oceania Melanesia Polynesia,0,2016-09-26,2016,9,270,0,0,3
22679,New Caledonia,Oceania Melanesia Polynesia,0,2016-10-03,2016,10,277,0,0,3
22680,New Caledonia,Oceania Melanesia Polynesia,0,2016-10-10,2016,10,284,0,0,3
22681,New Caledonia,Oceania Melanesia Polynesia,0,2016-10-17,2016,10,291,0,0,3
22682,New Caledonia,Oceania Melanesia Polynesia,0,2016-10-24,2016,10,298,0,0,3
22683,New Caledonia,Oceania Melanesia Polynesia,0,2016-10-31,2016,10,305,0,0,3
22684,New Caledonia,Oceania Melanesia Polynesia,1,2016-11-07,2016,11,312,1,1,3
22685,New Caledonia,Oceania Melanesia Polynesia,0,2016-11-14,2016,11,319,0,0,3
22686,New Caledonia,Oceania Melanesia Polynesia,0,2016-11-21,2016,11,326,0,0,3
22687,New Caledonia,Oceania Melanesia Polynesia,0,2016-11-28,2016,11,333,0,0,3
22688,New Caledonia,Oceania Melanesia Polynesia,0,2016-12-05,2016,12,340,0,0,0
22689,New Caledonia,Oceania Melanesia Polynesia,0,2016-12-12,2016,12,347,0,0,0
22690,New Caledonia,Oceania Melanesia Polynesia,0,2016-12-19,2016,12,354,0,0,0
22691,New Caledonia,Oceania Melanesia Polynesia,0,2017-01-02,2017,1,2,0,0,0
22692,New Caledonia,Oceania Melanesia Polynesia,0,2017-01-09,2017,1,9,0,0,0
22693,New Caledonia,Oceania Melanesia Polynesia,0,2017-01-16,2017,1,16,0,0,0
22694,New Caledonia,Oceania Melanesia Polynesia,1,2017-01-23,2017,1,23,1,1,0
22695,New Caledonia,Oceania Melanesia Polynesia,0,2017-01-30,2017,1,30,0,0,0
22696,New Caledonia,Oceania Melanesia Polynesia,0,2017-02-06,2017,2,37,0,0,0
22697,New Caledonia,Oceania Melanesia Polynesia,2,2017-02-13,2017,2,44,2,1,0
22698,New Caledonia,Oceania Melanesia Polynesia,0,2017-02-20,2017,2,51,0,1,0
22699,New Caledonia,Oceania Melanesia Polynesia,0,2017-02-27,2017,2,58,0,0,0
22700,New Caledonia,Oceania Melanesia Polynesia,0,2017-03-06,2017,3,65,0,0,1
22701,New Caledonia,Oceania Melanesia Polynesia,0,2017-03-13,2017,3,72,0,1,1
22702,New Caledonia,Oceania Melanesia Polynesia,0,2017-03-20,2017,3,79,0,0,1
22703,New Caledonia,Oceania Melanesia Polynesia,0,2017-03-27,2017,3,86,0,0,1
22704,New Caledonia,Oceania Melanesia Polynesia,0,2017-04-03,2017,4,93,0,0,1
22705,New Caledonia,Oceania Melanesia Polynesia,0,2017-04-10,2017,4,100,0,0,1
22706,New Caledonia,Oceania Melanesia Polynesia,0,2017-04-17,2017,4,107,0,0,1
22707,New Caledonia,Oceania Melanesia Polynesia,0,2017-04-24,2017,4,114,0,0,1
22708,New Caledonia,Oceania Melanesia Polynesia,0,2017-05-01,2017,5,121,0,0,1
22709,New Caledonia,Oceania Melanesia Polynesia,0,2017-05-08,2017,5,128,0,0,1
22710,New Caledonia,Oceania Melanesia Polynesia,0,2017-05-15,2017,5,135,0,0,1
22711,New Caledonia,Oceania Melanesia Polynesia,0,2017-05-22,2017,5,142,0,0,1
22712,New Caledonia,Oceania Melanesia Polynesia,0,2017-05-29,2017,5,149,0,0,1
22713,New Caledonia,Oceania Melanesia Polynesia,0,2017-06-05,2017,6,156,0,0,2
22714,New Caledonia,Oceania Melanesia Polynesia,0,2017-06-12,2017,6,163,0,0,2
22715,New Caledonia,Oceania Melanesia Polynesia,0,2017-06-19,2017,6,170,0,0,2
22716,New Caledonia,Oceania Melanesia Polynesia,0,2017-06-26,2017,6,177,0,1,2
22717,New Caledonia,Oceania Melanesia Polynesia,0,2017-07-03,2017,7,184,0,1,2
22718,New Caledonia,Oceania Melanesia Polynesia,1,2017-07-10,2017,7,191,1,1,2
22719,New Caledonia,Oceania Melanesia Polynesia,1,2017-07-17,2017,7,198,1,1,2
22720,New Caledonia,Oceania Melanesia Polynesia,1,2017-07-24,2017,7,205,1,1,2
22721,New Caledonia,Oceania Melanesia Polynesia,3,2017-07-31,2017,7,212,3,2,2
22722,New Caledonia,Oceania Melanesia Polynesia,7,2017-08-07,2017,8,219,7,3,2
22723,New Caledonia,Oceania Melanesia Polynesia,6,2017-08-14,2017,8,226,6,3,2
22724,New Caledonia,Oceania Melanesia Polynesia,6,2017-08-21,2017,8,233,6,3,2
22725,New Caledonia,Oceania Melanesia Polynesia,3,2017-08-28,2017,8,240,3,2,2
22726,New Caledonia,Oceania Melanesia Polynesia,10,2017-09-04,2017,9,247,10,3,3
22727,New Caledonia,Oceania Melanesia Polynesia,13,2017-09-11,2017,9,254,13,3,3
22728,New Caledonia,Oceania Melanesia Polynesia,24,2017-09-18,2017,9,261,24,4,3
22729,New Caledonia,Oceania Melanesia Polynesia,22,2017-09-25,2017,9,268,22,4,3
22730,New Caledonia,Oceania Melanesia Polynesia,30,2017-10-02,2017,10,275,30,4,3
22731,New Caledonia,Oceania Melanesia Polynesia,12,2017-10-09,2017,10,282,12,3,3
22732,New Caledonia,Oceania Melanesia Polynesia,13,2017-10-16,2017,10,289,13,3,3
22733,New Caledonia,Oceania Melanesia Polynesia,5,2017-10-23,2017,10,296,5,2,3
22734,New Caledonia,Oceania Melanesia Polynesia,3,2017-10-30,2017,10,303,3,2,3
22735,New Caledonia,Oceania Melanesia Polynesia,3,2017-11-06,2017,11,310,3,2,3
22736,New Caledonia,Oceania Melanesia Polynesia,6,2017-11-13,2017,11,317,6,2,3
22737,New Caledonia,Oceania Melanesia Polynesia,7,2017-11-20,2017,11,324,7,2,3
22738,New Caledonia,Oceania Melanesia Polynesia,6,2017-11-27,2017,11,331,6,2,3
22739,New Caledonia,Oceania Melanesia Polynesia,7,2017-12-04,2017,12,338,7,2,0
22740,New Caledonia,Oceania Melanesia Polynesia,2,2017-12-11,2017,12,345,2,2,0
22741,New Caledonia,Oceania Melanesia Polynesia,8,2017-12-18,2017,12,352,8,2,0
22742,New Caledonia,Oceania Melanesia Polynesia,2,2017-12-25,2017,12,359,2,2,0
22743,New Caledonia,Oceania Melanesia Polynesia,4,2018-01-01,2018,1,1,4,2,0
22744,New Caledonia,Oceania Melanesia Polynesia,1,2018-01-08,2018,1,8,1,2,0
22745,New Caledonia,Oceania Melanesia Polynesia,3,2018-01-15,2018,1,15,3,1,0
22746,New Caledonia,Oceania Melanesia Polynesia,5,2018-01-22,2018,1,22,5,1,0
22747,New Caledonia,Oceania Melanesia Polynesia,1,2018-01-29,2018,1,29,1,1,0
22748,New Caledonia,Oceania Melanesia Polynesia,2,2018-02-05,2018,2,36,2,1,0
22749,New Caledonia,Oceania Melanesia Polynesia,7,2018-02-12,2018,2,43,7,2,0
22750,New Caledonia,Oceania Melanesia Polynesia,8,2018-02-19,2018,2,50,8,2,0
22751,New Caledonia,Oceania Melanesia Polynesia,7,2018-02-26,2018,2,57,7,2,0
22752,New Caledonia,Oceania Melanesia Polynesia,17,2018-03-05,2018,3,64,17,3,1
22753,New Caledonia,Oceania Melanesia Polynesia,17,2018-03-12,2018,3,71,17,3,1
22754,New Caledonia,Oceania Melanesia Polynesia,16,2018-03-19,2018,3,78,16,3,1
22755,New Caledonia,Oceania Melanesia Polynesia,14,2018-03-26,2018,3,85,14,3,1
22756,New Caledonia,Oceania Melanesia Polynesia,27,2018-04-02,2018,4,92,27,3,1
22757,New Caledonia,Oceania Melanesia Polynesia,15,2018-04-09,2018,4,99,15,3,1
22758,New Caledonia,Oceania Melanesia Polynesia,12,2018-04-16,2018,4,106,12,3,1
22759,New Caledonia,Oceania Melanesia Polynesia,14,2018-04-23,2018,4,113,14,3,1
22760,New Caledonia,Oceania Melanesia Polynesia,11,2018-04-30,2018,4,120,11,2,1
22761,New Caledonia,Oceania Melanesia Polynesia,10,2018-05-07,2018,5,127,10,3,1
22762,New Caledonia,Oceania Melanesia Polynesia,8,2018-05-14,2018,5,134,8,2,1
22763,New Caledonia,Oceania Melanesia Polynesia,8,2018-05-21,2018,5,141,8,2,1
22764,New Caledonia,Oceania Melanesia Polynesia,12,2018-05-28,2018,5,148,12,2,1
22765,New Caledonia,Oceania Melanesia Polynesia,14,2018-06-04,2018,6,155,14,3,2
22766,New Caledonia,Oceania Melanesia Polynesia,14,2018-06-11,2018,6,162,14,2,2
22767,New Caledonia,Oceania Melanesia Polynesia,6,2018-06-18,2018,6,169,6,2,2
22768,New Caledonia,Oceania Melanesia Polynesia,8,2018-06-25,2018,6,176,8,2,2
22769,New Caledonia,Oceania Melanesia Polynesia,4,2018-07-02,2018,7,183,4,2,2
22770,New Caledonia,Oceania Melanesia Polynesia,6,2018-07-09,2018,7,190,6,2,2
22771,New Caledonia,Oceania Melanesia Polynesia,5,2018-07-16,2018,7,197,5,3,2
22772,New Caledonia,Oceania Melanesia Polynesia,4,2018-07-23,2018,7,204,4,1,2
22773,New Caledonia,Oceania Melanesia Polynesia,2,2018-07-30,2018,7,211,2,1,2
22774,New Caledonia,Oceania Melanesia Polynesia,2,2018-08-06,2018,8,218,2,1,2
22775,New Caledonia,Oceania Melanesia Polynesia,3,2018-08-13,2018,8,225,3,1,2
22776,New Caledonia,Oceania Melanesia Polynesia,2,2018-08-20,2018,8,232,2,1,2
22777,New Caledonia,Oceania Melanesia Polynesia,2,2018-08-27,2018,8,239,2,1,2
22778,New Caledonia,Oceania Melanesia Polynesia,0,2018-09-03,2018,9,246,0,0,3
22779,New Caledonia,Oceania Melanesia Polynesia,0,2018-09-10,2018,9,253,0,0,3
22780,New Caledonia,Oceania Melanesia Polynesia,0,2018-10-15,2018,10,288,0,0,3
22781,New Caledonia,Oceania Melanesia Polynesia,0,2018-10-22,2018,10,295,0,0,3
22782,New Caledonia,Oceania Melanesia Polynesia,0,2018-10-29,2018,10,302,0,0,3
22783,New Caledonia,Oceania Melanesia Polynesia,0,2018-11-05,2018,11,309,0,0,3
22784,New Caledonia,Oceania Melanesia Polynesia,0,2018-11-19,2018,11,323,0,0,3
22785,New Caledonia,Oceania Melanesia Polynesia,0,2018-11-26,2018,11,330,0,0,3
22786,New Caledonia,Oceania Melanesia Polynesia,0,2018-12-03,2018,12,337,0,0,0
22787,New Caledonia,Oceania Melanesia Polynesia,0,2018-12-10,2018,12,344,0,0,0
22788,New Caledonia,Oceania Melanesia Polynesia,0,2018-12-17,2018,12,351,0,0,0
22789,New Caledonia,Oceania Melanesia Polynesia,0,2018-12-24,2018,12,358,0,0,0
22790,New Caledonia,Oceania Melanesia Polynesia,0,2019-01-07,2019,1,7,0,0,0
22791,New Caledonia,Oceania Melanesia Polynesia,3,2019-01-14,2019,1,14,3,1,0
22792,New Caledonia,Oceania Melanesia Polynesia,1,2019-01-21,2019,1,21,1,1,0
22793,New Caledonia,Oceania Melanesia Polynesia,0,2019-01-28,2019,1,28,0,1,0
22794,New Caledonia,Oceania Melanesia Polynesia,0,2019-02-04,2019,2,35,0,0,0
22795,New Caledonia,Oceania Melanesia Polynesia,2,2019-02-11,2019,2,42,2,1,0
22796,New Caledonia,Oceania Melanesia Polynesia,4,2019-02-18,2019,2,49,4,2,0
22797,New Caledonia,Oceania Melanesia Polynesia,3,2019-02-25,2019,2,56,3,2,0
22798,New Caledonia,Oceania Melanesia Polynesia,9,2019-03-04,2019,3,63,9,2,1
22799,New Caledonia,Oceania Melanesia Polynesia,9,2019-03-11,2019,3,70,9,2,1
22800,New Caledonia,Oceania Melanesia Polynesia,32,2019-03-18,2019,3,77,32,3,1
22801,New Caledonia,Oceania Melanesia Polynesia,39,2019-03-25,2019,3,84,39,3,1
22802,New Caledonia,Oceania Melanesia Polynesia,38,2019-04-01,2019,4,91,38,3,1
22803,New Caledonia,Oceania Melanesia Polynesia,33,2019-04-08,2019,4,98,33,3,1
22804,New Caledonia,Oceania Melanesia Polynesia,14,2019-04-15,2019,4,105,14,3,1
22805,New Caledonia,Oceania Melanesia Polynesia,18,2019-04-22,2019,4,112,18,3,1
22806,New Caledonia,Oceania Melanesia Polynesia,20,2019-04-29,2019,4,119,20,3,1
22807,New Caledonia,Oceania Melanesia Polynesia,13,2019-05-06,2019,5,126,13,3,1
22808,New Caledonia,Oceania Melanesia Polynesia,18,2019-05-13,2019,5,133,18,2,1
22809,New Caledonia,Oceania Melanesia Polynesia,12,2019-05-20,2019,5,140,12,2,1
22810,New Caledonia,Oceania Melanesia Polynesia,15,2019-05-27,2019,5,147,15,3,1
22811,New Caledonia,Oceania Melanesia Polynesia,14,2019-06-03,2019,6,154,14,3,2
22812,New Caledonia,Oceania Melanesia Polynesia,18,2019-06-10,2019,6,161,18,3,2
22813,New Caledonia,Oceania Melanesia Polynesia,14,2019-06-17,2019,6,168,14,3,2
22814,New Caledonia,Oceania Melanesia Polynesia,10,2019-06-24,2019,6,175,10,2,2
22815,New Caledonia,Oceania Melanesia Polynesia,13,2019-07-01,2019,7,182,13,2,2
22816,New Caledonia,Oceania Melanesia Polynesia,12,2019-07-08,2019,7,189,12,2,2
22817,New Caledonia,Oceania Melanesia Polynesia,20,2019-07-15,2019,7,196,20,2,2
22818,New Caledonia,Oceania Melanesia Polynesia,23,2019-07-22,2019,7,203,23,3,2
22819,New Caledonia,Oceania Melanesia Polynesia,20,2019-07-29,2019,7,210,20,3,2
22820,New Caledonia,Oceania Melanesia Polynesia,24,2019-08-05,2019,8,217,24,3,2
22821,New Caledonia,Oceania Melanesia Polynesia,25,2019-08-12,2019,8,224,25,3,2
22822,New Caledonia,Oceania Melanesia Polynesia,19,2019-08-19,2019,8,231,19,3,2
22823,New Caledonia,Oceania Melanesia Polynesia,8,2019-08-26,2019,8,238,8,2,2
22824,New Caledonia,Oceania Melanesia Polynesia,7,2019-09-02,2019,9,245,7,2,3
22825,New Caledonia,Oceania Melanesia Polynesia,5,2019-09-09,2019,9,252,5,2,3
22826,New Caledonia,Oceania Melanesia Polynesia,8,2019-09-16,2019,9,259,8,2,3
22827,New Caledonia,Oceania Melanesia Polynesia,5,2019-09-23,2019,9,266,5,2,3
22828,New Caledonia,Oceania Melanesia Polynesia,2,2019-09-30,2019,9,273,2,1,3
22829,New Caledonia,Oceania Melanesia Polynesia,2,2019-10-07,2019,10,280,2,1,3
22830,New Caledonia,Oceania Melanesia Polynesia,4,2019-10-14,2019,10,287,4,1,3
22831,New Caledonia,Oceania Melanesia Polynesia,2,2019-10-21,2019,10,294,2,1,3
22832,New Caledonia,Oceania Melanesia Polynesia,0,2019-10-28,2019,10,301,0,0,3
22833,New Caledonia,Oceania Melanesia Polynesia,1,2019-11-04,2019,11,308,1,1,3
22834,New Caledonia,Oceania Melanesia Polynesia,1,2019-11-11,2019,11,315,1,1,3
22835,New Caledonia,Oceania Melanesia Polynesia,0,2019-11-18,2019,11,322,0,0,3
22836,New Caledonia,Oceania Melanesia Polynesia,0,2019-11-25,2019,11,329,0,0,3
22837,New Caledonia,Oceania Melanesia Polynesia,0,2019-12-02,2019,12,336,0,0,0
22838,New Caledonia,Oceania Melanesia Polynesia,0,2019-12-09,2019,12,343,0,0,0
22839,New Caledonia,Oceania Melanesia Polynesia,1,2019-12-16,2019,12,350,1,1,0
22840,New Caledonia,Oceania Melanesia Polynesia,0,2019-12-23,2019,12,357,0,0,0
22841,New Caledonia,Oceania Melanesia Polynesia,0,2019-12-30,2019,12,364,0,0,0
22842,New Caledonia,Oceania Melanesia Polynesia,3,2020-01-06,2020,1,6,3,1,0
22843,New Caledonia,Oceania Melanesia Polynesia,2,2020-01-13,2020,1,13,2,1,0
22844,New Caledonia,Oceania Melanesia Polynesia,1,2020-01-20,2020,1,20,1,1,0
22845,New Caledonia,Oceania Melanesia Polynesia,1,2020-01-27,2020,1,27,1,1,0
22846,New Caledonia,Oceania Melanesia Polynesia,4,2020-02-03,2020,2,34,4,1,0
22847,New Caledonia,Oceania Melanesia Polynesia,4,2020-02-10,2020,2,41,4,1,0
22848,New Zealand,Oceania Melanesia Polynesia,0,2005-04-04,2005,4,94,0,1,1
22849,New Zealand,Oceania Melanesia Polynesia,0,2005-04-11,2005,4,101,0,1,1
22850,New Zealand,Oceania Melanesia Polynesia,1,2005-04-18,2005,4,108,1,2,1
22851,New Zealand,Oceania Melanesia Polynesia,3,2005-04-25,2005,4,115,3,1,1
22852,New Zealand,Oceania Melanesia Polynesia,2,2005-05-02,2005,5,122,2,1,1
22853,New Zealand,Oceania Melanesia Polynesia,1,2005-05-09,2005,5,129,1,1,1
22854,New Zealand,Oceania Melanesia Polynesia,3,2005-05-16,2005,5,136,3,2,1
22855,New Zealand,Oceania Melanesia Polynesia,9,2005-05-23,2005,5,143,9,4,1
22856,New Zealand,Oceania Melanesia Polynesia,21,2005-05-30,2005,5,150,21,4,1
22857,New Zealand,Oceania Melanesia Polynesia,20,2005-06-06,2005,6,157,20,4,2
22858,New Zealand,Oceania Melanesia Polynesia,25,2005-06-13,2005,6,164,25,4,2
22859,New Zealand,Oceania Melanesia Polynesia,41,2005-06-20,2005,6,171,41,4,2
22860,New Zealand,Oceania Melanesia Polynesia,30,2005-06-27,2005,6,178,30,4,2
22861,New Zealand,Oceania Melanesia Polynesia,24,2005-07-04,2005,7,185,24,4,2
22862,New Zealand,Oceania Melanesia Polynesia,28,2005-07-11,2005,7,192,28,3,2
22863,New Zealand,Oceania Melanesia Polynesia,21,2005-07-18,2005,7,199,21,3,2
22864,New Zealand,Oceania Melanesia Polynesia,6,2005-07-25,2005,7,206,6,2,2
22865,New Zealand,Oceania Melanesia Polynesia,10,2005-08-01,2005,8,213,10,2,2
22866,New Zealand,Oceania Melanesia Polynesia,2,2005-08-08,2005,8,220,2,1,2
22867,New Zealand,Oceania Melanesia Polynesia,2,2005-08-15,2005,8,227,2,2,2
22868,New Zealand,Oceania Melanesia Polynesia,2,2005-08-22,2005,8,234,2,1,2
22869,New Zealand,Oceania Melanesia Polynesia,4,2005-08-29,2005,8,241,4,1,2
22870,New Zealand,Oceania Melanesia Polynesia,2,2005-09-05,2005,9,248,2,1,3
22871,New Zealand,Oceania Melanesia Polynesia,1,2005-09-12,2005,9,255,1,2,3
22872,New Zealand,Oceania Melanesia Polynesia,5,2005-09-19,2005,9,262,5,1,3
22873,New Zealand,Oceania Melanesia Polynesia,6,2005-09-26,2005,9,269,6,1,3
22874,New Zealand,Oceania Melanesia Polynesia,0,2006-05-01,2006,5,121,0,1,1
22875,New Zealand,Oceania Melanesia Polynesia,0,2006-05-08,2006,5,128,0,1,1
22876,New Zealand,Oceania Melanesia Polynesia,0,2006-05-15,2006,5,135,0,1,1
22877,New Zealand,Oceania Melanesia Polynesia,1,2006-05-22,2006,5,142,1,1,1
22878,New Zealand,Oceania Melanesia Polynesia,3,2006-05-29,2006,5,149,3,1,1
22879,New Zealand,Oceania Melanesia Polynesia,7,2006-06-05,2006,6,156,7,2,2
22880,New Zealand,Oceania Melanesia Polynesia,3,2006-06-12,2006,6,163,3,1,2
22881,New Zealand,Oceania Melanesia Polynesia,13,2006-06-19,2006,6,170,13,3,2
22882,New Zealand,Oceania Melanesia Polynesia,18,2006-06-26,2006,6,177,18,3,2
22883,New Zealand,Oceania Melanesia Polynesia,28,2006-07-03,2006,7,184,28,3,2
22884,New Zealand,Oceania Melanesia Polynesia,25,2006-07-10,2006,7,191,25,3,2
22885,New Zealand,Oceania Melanesia Polynesia,21,2006-07-17,2006,7,198,21,3,2
22886,New Zealand,Oceania Melanesia Polynesia,47,2006-07-24,2006,7,205,47,4,2
22887,New Zealand,Oceania Melanesia Polynesia,32,2006-07-31,2006,7,212,32,3,2
22888,New Zealand,Oceania Melanesia Polynesia,21,2006-08-07,2006,8,219,21,3,2
22889,New Zealand,Oceania Melanesia Polynesia,19,2006-08-14,2006,8,226,19,3,2
22890,New Zealand,Oceania Melanesia Polynesia,17,2006-08-21,2006,8,233,17,3,2
22891,New Zealand,Oceania Melanesia Polynesia,10,2006-08-28,2006,8,240,10,3,2
22892,New Zealand,Oceania Melanesia Polynesia,10,2006-09-04,2006,9,247,10,3,3
22893,New Zealand,Oceania Melanesia Polynesia,4,2006-09-11,2006,9,254,4,1,3
22894,New Zealand,Oceania Melanesia Polynesia,4,2006-09-18,2006,9,261,4,1,3
22895,New Zealand,Oceania Melanesia Polynesia,2,2006-09-25,2006,9,268,2,1,3
22896,New Zealand,Oceania Melanesia Polynesia,0,2007-04-30,2007,4,120,0,0,1
22897,New Zealand,Oceania Melanesia Polynesia,0,2007-05-07,2007,5,127,0,0,1
22898,New Zealand,Oceania Melanesia Polynesia,1,2007-05-14,2007,5,134,1,1,1
22899,New Zealand,Oceania Melanesia Polynesia,1,2007-05-21,2007,5,141,1,1,1
22900,New Zealand,Oceania Melanesia Polynesia,1,2007-05-28,2007,5,148,1,1,1
22901,New Zealand,Oceania Melanesia Polynesia,1,2007-06-04,2007,6,155,1,1,2
22902,New Zealand,Oceania Melanesia Polynesia,1,2007-06-11,2007,6,162,1,1,2
22903,New Zealand,Oceania Melanesia Polynesia,2,2007-06-18,2007,6,169,2,1,2
22904,New Zealand,Oceania Melanesia Polynesia,12,2007-06-25,2007,6,176,12,3,2
22905,New Zealand,Oceania Melanesia Polynesia,17,2007-07-02,2007,7,183,17,2,2
22906,New Zealand,Oceania Melanesia Polynesia,19,2007-07-09,2007,7,190,19,2,2
22907,New Zealand,Oceania Melanesia Polynesia,10,2007-07-16,2007,7,197,10,3,2
22908,New Zealand,Oceania Melanesia Polynesia,23,2007-07-23,2007,7,204,23,4,2
22909,New Zealand,Oceania Melanesia Polynesia,18,2007-07-30,2007,7,211,18,3,2
22910,New Zealand,Oceania Melanesia Polynesia,10,2007-08-06,2007,8,218,10,2,2
22911,New Zealand,Oceania Melanesia Polynesia,25,2007-08-13,2007,8,225,25,4,2
22912,New Zealand,Oceania Melanesia Polynesia,9,2007-08-20,2007,8,232,9,3,2
22913,New Zealand,Oceania Melanesia Polynesia,13,2007-08-27,2007,8,239,13,3,2
22914,New Zealand,Oceania Melanesia Polynesia,9,2007-09-03,2007,9,246,9,2,3
22915,New Zealand,Oceania Melanesia Polynesia,22,2007-09-10,2007,9,253,22,3,3
22916,New Zealand,Oceania Melanesia Polynesia,7,2007-09-17,2007,9,260,7,1,3
22917,New Zealand,Oceania Melanesia Polynesia,6,2007-09-24,2007,9,267,6,2,3
22918,New Zealand,Oceania Melanesia Polynesia,0,2008-05-05,2008,5,126,0,1,1
22919,New Zealand,Oceania Melanesia Polynesia,3,2008-05-12,2008,5,133,3,1,1
22920,New Zealand,Oceania Melanesia Polynesia,2,2008-05-19,2008,5,140,2,1,1
22921,New Zealand,Oceania Melanesia Polynesia,0,2008-05-26,2008,5,147,0,1,1
22922,New Zealand,Oceania Melanesia Polynesia,7,2008-06-02,2008,6,154,7,2,2
22923,New Zealand,Oceania Melanesia Polynesia,2,2008-06-09,2008,6,161,2,1,2
22924,New Zealand,Oceania Melanesia Polynesia,11,2008-06-16,2008,6,168,11,2,2
22925,New Zealand,Oceania Melanesia Polynesia,20,2008-06-23,2008,6,175,20,3,2
22926,New Zealand,Oceania Melanesia Polynesia,25,2008-06-30,2008,6,182,25,3,2
22927,New Zealand,Oceania Melanesia Polynesia,21,2008-07-07,2008,7,189,21,3,2
22928,New Zealand,Oceania Melanesia Polynesia,25,2008-07-14,2008,7,196,25,4,2
22929,New Zealand,Oceania Melanesia Polynesia,20,2008-07-21,2008,7,203,20,4,2
22930,New Zealand,Oceania Melanesia Polynesia,28,2008-07-28,2008,7,210,28,4,2
22931,New Zealand,Oceania Melanesia Polynesia,30,2008-08-04,2008,8,217,30,4,2
22932,New Zealand,Oceania Melanesia Polynesia,38,2008-08-11,2008,8,224,38,4,2
22933,New Zealand,Oceania Melanesia Polynesia,21,2008-08-18,2008,8,231,21,3,2
22934,New Zealand,Oceania Melanesia Polynesia,69,2008-08-25,2008,8,238,69,4,2
22935,New Zealand,Oceania Melanesia Polynesia,49,2008-09-01,2008,9,245,49,4,3
22936,New Zealand,Oceania Melanesia Polynesia,79,2008-09-08,2008,9,252,79,3,3
22937,New Zealand,Oceania Melanesia Polynesia,27,2008-09-15,2008,9,259,27,3,3
